year,state_name,ecoregion,commodity,acres_planted,acres_harvested,yield_per_acre,total_production,price_per_unit,total_value,production_unit
2005,Virginia,SECstPlain,PEANUTS,412248,358425.7651933955,4481.239747152404,1407843644.8628874,0.22292214916699488,313839531.00393033,POUNDS
2005,Maryland,SECstPlain,CORN,733005,663843.4039450259,92.45295341928772,72720594.29519528,5.253882684804241,382065471.19620055,BUSHELS
2005,Maryland,SECstPlain,COTTON,1817857,1595170.493758507,960.0418640454471,1560220915.479645,0.6467252113742997,1009034201.3541769,POUNDS
2005,Maryland,SECstPlain,PEANUTS,1059008,950818.0418082436,3826.918220261298,2804289035.132478,0.2197029192280476,616110487.3778105,POUNDS
2005,Delaware,SECstPlain,CORN,160434,151107.37104396903,94.12228562722194,16242087.095868444,4.23598016941241,68801158.84796792,BUSHELS
2005,Delaware,SECstPlain,COTTON,956052,914358.9036192736,776.6918440228108,823388119.7797751,0.6692633770786841,551063513.6902803,POUNDS
2005,Delaware,SECstPlain,PEANUTS,662643,593286.0381574561,3388.7514789222682,2200015165.8809247,0.20846535684488032,458626946.61951554,POUNDS
2005,West Virginia,SECstPlain,CORN,518441,505724.4893985031,91.90247429915259,56229488.99435053,4.370012062580671,245723545.17805892,BUSHELS
2005,West Virginia,SECstPlain,COTTON,1039838,1004480.3818515523,912.5085347971955,986073291.9107558,0.6654868869428707,656218845.3311975,POUNDS
2005,West Virginia,SECstPlain,PEANUTS,706232,607332.1158377097,3991.2531059537964,2069790937.5907226,0.20596626663205994,426307112.1244321,POUNDS
2006,Iowa,CntlPlains,CORN,1392893,1228174.4403812683,187.85592475571985,231714393.7389774,4.213685272276552,976371528.2724192,BUSHELS
2006,Iowa,CntlPlains,SOYBEANS,1588949,1503387.0758755896,40.27091253272931,56894263.11337891,13.423311739820637,763709429.9782634,BUSHELS
2006,Iowa,CntlPlains,WHEAT,150968,137866.0810396521,30.688161050635053,5282383.935185276,6.714259630169354,35467297.20706963,BUSHELS
2006,Kansas,CntlPlains,CORN,484158,437599.0057153878,153.9440432444943,47358910.16607736,4.940124556317565,233958915.07187635,BUSHELS
2006,Kansas,CntlPlains,SOYBEANS,1458716,1357569.0642013035,48.849268513292884,68033559.333472,12.714626142484256,865021272.0676168,BUSHELS
2006,Kansas,CntlPlains,WHEAT,270542,232174.3614297284,48.23665368095596,13718364.621377619,7.548108549138446,103547705.2788188,BUSHELS
2006,Nebraska,CntlPlains,CORN,823372,744246.5503225464,198.41507204340155,134941531.68673685,4.612828085319835,622462087.2406563,BUSHELS
2006,Nebraska,CntlPlains,SOYBEANS,1173660,1074089.1855399383,46.86360233158682,47476626.736133516,10.901733008753896,517577508.8335945,BUSHELS
2006,Nebraska,CntlPlains,WHEAT,218862,204581.77154919898,42.395160343833595,7972605.741071184,7.474199799227503,59588848.229234286,BUSHELS
2006,Illinois,CntlPlains,CORN,1756801,1593428.792481669,179.54585357942221,224135822.89139378,5.052711076431554,1132493554.9484465,BUSHELS
2006,Illinois,CntlPlains,SOYBEANS,1178165,1015743.6527377231,50.385526765819634,37648086.310660824,12.323675015292508,463962780.6402667,BUSHELS
2006,Illinois,CntlPlains,WHEAT,1622919,1489232.274069206,47.90241388723579,64862243.93460604,7.612336748791736,493753243.1124954,BUSHELS
2006,Indiana,CntlPlains,CORN,849424,787471.7894504139,190.49135358578772,156416337.26286173,5.0556612905078255,790788021.5028669,BUSHELS
2006,Indiana,CntlPlains,SOYBEANS,312264,269625.4355074566,40.52728263705225,8297417.178764373,11.50804926434764,95487085.66006482,BUSHELS
2006,Indiana,CntlPlains,WHEAT,88935,85132.55067070988,36.06521840288606,3349470.0206886213,5.21056430790129,17452628.940185525,BUSHELS
2006,Missouri,CntlPlains,CORN,1619825,1455394.9091528654,158.6374502340132,290391238.01691854,3.854997763774494,1119457573.1749277,BUSHELS
2006,Missouri,CntlPlains,SOYBEANS,1929339,1784997.4986462153,59.94800574995034,110787484.65563822,12.926949400299524,1432144208.3298953,BUSHELS
2006,Missouri,CntlPlains,WHEAT,288755,280637.10307500674,44.69985700786097,9839088.2395672,5.985030013203402,58887238.41636632,BUSHELS
2006,Texas,SEPlains,CORN,353010,306485.454248812,113.62716508235006,31271836.334527157,4.107852473054323,128460090.22373742,BUSHELS
2006,Texas,SEPlains,COTTON,1548207,1486866.278321101,904.2908026897234,1660701413.7007966,0.7102201338919827,1179463580.3931847,POUNDS
2006,Texas,SEPlains,RICE,832979,776918.799320542,6464.958094877203,5656503782.980279,12.426967530659908,70293188848.15086,BUSHELS
2006,Oklahoma,SEPlains,CORN,1391845,1256904.6747776913,144.99235460648094,161786871.05929568,5.189798181808222,839641209.2639741,BUSHELS
2006,Oklahoma,SEPlains,COTTON,1903616,1666753.1431948398,1078.5088278048343,1533647493.7897494,0.5473088671930433,839378872.4995176,POUNDS
2006,Oklahoma,SEPlains,RICE,1968041,1673139.9604413775,6665.682936963091,10191236407.698603,14.346205205725973,146205568804.90976,BUSHELS
2006,Arkansas,SEPlains,CORN,1490707,1399783.2833272752,129.6170358643029,196997610.99350464,3.8760586208636236,763574288.3809122,BUSHELS
2006,Arkansas,SEPlains,COTTON,747187,652858.4415255853,902.7658409743481,696546706.7929817,0.5810870017024338,404754237.396038,POUNDS
2006,Arkansas,SEPlains,RICE,917008,790415.0529717805,7629.170950888349,4940373349.599422,13.011202994446991,64280200519.99412,BUSHELS
2006,Louisiana,SEPlains,CORN,558401,476774.021795213,119.91606451850369,65953475.397914566,5.307445543336562,350044479.06821924,BUSHELS
2006,Louisiana,SEPlains,COTTON,83532,75447.88549081072,1118.7070412850153,62000265.72922724,0.652595662246355,40461104.47301504,POUNDS
2006,Louisiana,SEPlains,RICE,89485,78755.89154614473,6714.136565785589,435060451.0753769,15.445715646246,6719820016.237792,BUSHELS
2006,Mississippi,SEPlains,CORN,1857586,1799880.2242524785,138.68153905328487,268836332.30143213,3.7046531541763765,995945366.417709,BUSHELS
2006,Mississippi,SEPlains,COTTON,1877619,1606142.8812613059,1195.3733873129254,1649836520.996608,0.7237995281646054,1194150895.446079,POUNDS
2006,Mississippi,SEPlains,RICE,1850520,1741497.8285750838,6117.853060991748,8686479213.501356,13.724410053388553,119216802646.3287,BUSHELS
2006,Alabama,SEPlains,CORN,1367071,1185459.884644479,111.27316290382724,106278881.61267097,4.460315452548717,474037337.93659204,BUSHELS
2006,Alabama,SEPlains,COTTON,1930379,1689997.5650642568,917.5373329817835,1483644112.170578,0.7468581634246566,1108071716.7915232,POUNDS
2006,Alabama,SEPlains,RICE,1233039,1058831.2780394247,7137.842504523806,8357477028.32723,13.605912344320963,113711099867.09634,BUSHELS
2006,California,WestXeric,WHEAT,1699053,1530293.8446641113,54.01904166965316,71097664.64596839,6.043557305695331,429682810.58901894,BUSHELS
2006,California,WestXeric,COTTON,896998,841248.5231644483,1208.0738496090455,725456645.5210652,0.6843822538944445,496489654.1644097,POUNDS
2006,California,WestXeric,RICE,97371,94542.00299504986,8679.454936152935,693961754.9755685,13.53134780332414,9390237868.779625,BUSHELS
2006,Nevada,WestXeric,WHEAT,287178,251490.57990247823,41.654981132259195,11391590.081813736,7.618228896488247,86783740.73822232,BUSHELS
2006,Nevada,WestXeric,COTTON,402183,379312.0921227873,1452.022984767306,708753288.5856708,0.6306298092092562,446960951.15721446,POUNDS
2006,Nevada,WestXeric,RICE,1031601,933770.3708935392,8351.533721772224,5807095414.265777,15.489523640864782,89949141704.0272,BUSHELS
2006,Arizona,WestXeric,WHEAT,1896674,1638487.5833437247,53.5818590513134,75404248.18074942,7.693705954055137,580138113.189283,BUSHELS
2006,Arizona,WestXeric,COTTON,1642181,1473231.4291496535,1185.9157305184954,1708334604.8186507,0.6229167603051672,1064150257.5508419,POUNDS
2006,Arizona,WestXeric,RICE,727901,706974.1592968631,7990.486635260792,6583356297.161869,11.579997072662247,76235246649.42702,BUSHELS
2006,New Mexico,WestXeric,WHEAT,355308,302874.52353405074,64.49494564427928,21741963.972594026,5.374034889763817,116842072.96070823,BUSHELS
2006,New Mexico,WestXeric,COTTON,740451,676184.9874281811,1452.995318771582,691489836.6330494,0.5675713195237992,392469799.0151162,POUNDS
2006,New Mexico,WestXeric,RICE,1664322,1578394.908076482,8345.740091166825,13303225475.402777,11.906818191829139,158399087100.5306,BUSHELS
2006,Utah,WestXeric,WHEAT,1443394,1381339.241204402,53.213380161076,86742795.59986715,5.4613696575852275,473734471.90323186,BUSHELS
2006,Utah,WestXeric,COTTON,55402,52494.89562881816,1193.663594760667,57859683.24503099,0.658997916573577,38129410.71208252,POUNDS
2006,Utah,WestXeric,RICE,211045,202208.43329169432,7186.482846832874,1584621339.8095553,12.922916200472827,20477928783.83986,BUSHELS
2006,Montana,WestMnts,WHEAT,1917310,1860816.3972481668,43.421186688429515,99992858.79276222,6.913330487989903,691283679.2732723,BUSHELS
2006,Montana,WestMnts,BARLEY,1019415,901673.9488705682,75.75547905197897,54697216.50574708,6.253040489502232,342023909.4735063,BUSHELS
2006,Montana,WestMnts,POTATOES,825128,765867.6629322026,389.59976906605664,282112659.62506354,7.979715368897103,2251178725.7705564,BUSHELS
2006,Idaho,WestMnts,WHEAT,1993825,1740769.6894225595,43.99732074101761,53842340.3139675,7.102278351070174,382403287.9828443,BUSHELS
2006,Idaho,WestMnts,BARLEY,1214342,1161873.05423613,75.17821623449674,90028905.13118856,5.1457010729405415,463261833.7292192,BUSHELS
2006,Idaho,WestMnts,POTATOES,1039110,946858.0912533107,313.42305545467457,231194307.03862435,7.583326124809509,1753221828.4732308,BUSHELS
2006,Colorado,WestMnts,WHEAT,1801783,1595892.6243561963,35.73980268895403,44602697.02467095,5.416807210001212,241604210.82873723,BUSHELS
2006,Colorado,WestMnts,BARLEY,1270985,1241384.5468935866,71.21246975841811,94940152.56076929,6.556158751253667,622442712.0566459,BUSHELS
2006,Colorado,WestMnts,POTATOES,887682,827021.5819425838,482.8701734723991,432537123.54149175,8.514138010681071,3682680764.575269,BUSHELS
2006,Washington,WestMnts,WHEAT,1850365,1785380.639096918,44.364208386396946,74717586.68439256,6.009633485463715,449025310.8915633,BUSHELS
2006,Washington,WestMnts,BARLEY,196661,170842.12042246378,78.1025152980065,14751054.102191966,4.912996701065433,72471880.14130685,BUSHELS
2006,Washington,WestMnts,POTATOES,525628,462953.9721373479,320.747204931208,178753580.26509356,7.147753252253543,1277686484.6917872,BUSHELS
2006,Oregon,WestMnts,WHEAT,1854256,1624376.2789658587,40.366281167779654,85225569.77686028,5.209892706299062,444016074.3706461,BUSHELS
2006,Oregon,WestMnts,BARLEY,1771981,1514880.822507403,78.69548431672573,102430579.97081824,4.784673797954362,490096912.09564286,BUSHELS
2006,Oregon,WestMnts,POTATOES,1888151,1617886.3626803274,382.2763561996527,460652662.09535694,7.983102703667539,3677437512.2250934,BUSHELS
2006,Wyoming,WestMnts,WHEAT,1470620,1325804.7680531633,49.97081334891418,49263307.134759136,5.252340554569614,258747665.916114,BUSHELS
2006,Wyoming,WestMnts,BARLEY,1241777,1062715.3280143102,66.2135487502176,65664646.63546695,6.348339370611589,416861461.4932326,BUSHELS
2006,Wyoming,WestMnts,POTATOES,1016637,905096.5754458752,357.680688868466,232914017.8419781,9.121073383792892,2124425848.8507292,BUSHELS
2006,North Dakota,WestPlains,CORN,1595286,1482692.879287243,83.10622366404577,93865891.06384353,4.245378651492259,398496250.0257393,BUSHELS
2006,North Dakota,WestPlains,WHEAT,1922937,1746680.3557911448,42.218099291958126,75263402.0736608,7.4272119490637385,558997239.2086821,BUSHELS
2006,North Dakota,WestPlains,SORGHUM,1194373,1160926.3815184443,67.03253268189974,60614251.115910046,4.051973832068722,245607359.37210983,BUSHELS
2006,South Dakota,WestPlains,CORN,984049,889039.2932321093,94.56273385163054,75756486.74477829,5.230195588191725,396221242.7494443,BUSHELS
2006,South Dakota,WestPlains,WHEAT,440415,408700.08590991586,44.72851076916773,20494907.701346587,6.806639388748524,139501446.02875113,BUSHELS
2006,South Dakota,WestPlains,SORGHUM,1202752,1137881.7169656144,61.99184450084897,89536115.76233256,4.183671137025541,374589663.23624825,BUSHELS
2006,Minnesota,EastHghlnds,CORN,378056,329245.13611403253,173.3455248118962,49014426.3958546,3.873367317269164,189850877.2763982,BUSHELS
2006,Minnesota,EastHghlnds,SOYBEANS,1509565,1298718.7330237308,37.69194455990066,52793549.21255156,10.976267158940777,579476100.4256533,BUSHELS
2006,Minnesota,EastHghlnds,WHEAT,1640702,1571001.5029061509,49.071802130403334,93869529.94300428,5.32411910651966,499772557.88956845,BUSHELS
2006,Wisconsin,EastHghlnds,CORN,943482,830132.3352052673,155.8637798844651,96276221.71840829,4.678237626048016,450403042.9367989,BUSHELS
2006,Wisconsin,EastHghlnds,SOYBEANS,1152515,1049582.4715448169,51.66253712941787,51558247.0959891,9.948638150572979,512934344.03582567,BUSHELS
2006,Wisconsin,EastHghlnds,WHEAT,575747,513500.16336053336,69.26644764593638,29632449.209611952,6.210915640966871,184044642.27613527,BUSHELS
2006,Michigan,EastHghlnds,CORN,458335,445548.7144528248,176.10784832698488,64906294.18745952,4.5184032778472,293272812.4095317,BUSHELS
2006,Michigan,EastHghlnds,SOYBEANS,1060000,983913.77625906,35.50296319880742,27736462.257063482,12.263449291978507,340144698.42837375,BUSHELS
2006,Michigan,EastHghlnds,WHEAT,114414,109164.87260364727,47.896388443755406,6767054.574514793,7.077460824965779,47893563.65153392,BUSHELS
2006,Ohio,EastHghlnds,CORN,786908,750293.7873788308,169.05850759486185,108020509.45328078,4.994824599642198,539543497.8831294,BUSHELS
2006,Ohio,EastHghlnds,SOYBEANS,1964341,1882344.7555207156,43.44751263684063,104034172.33674102,11.734578602798932,1220797172.6626177,BUSHELS
2006,Ohio,EastHghlnds,WHEAT,1303451,1270567.3923772124,40.3189159020176,53742482.075895704,7.080763851298496,380537824.36205965,BUSHELS
2006,Kentucky,EastHghlnds,CORN,1615439,1432794.532171734,141.995359100342,199208076.8481366,5.2889843999535335,1053608410.7945392,BUSHELS
2006,Kentucky,EastHghlnds,SOYBEANS,972488,946046.3547213861,45.27785724650507,44430435.80900238,12.084467786665074,536918170.2813796,BUSHELS
2006,Kentucky,EastHghlnds,WHEAT,387971,338219.6859087287,50.34188306058436,15523768.79807287,5.268900667196543,81793195.77757102,BUSHELS
2006,Tennessee,EastHghlnds,CORN,254196,224306.11715087394,159.36519703120302,25444852.80744072,4.8370248771968996,123077386.02620414,BUSHELS
2006,Tennessee,EastHghlnds,SOYBEANS,1461085,1372670.571362859,41.20718577860319,50052428.783173494,11.560512161850523,578631711.6780344,BUSHELS
2006,Tennessee,EastHghlnds,WHEAT,1610112,1509996.2381550027,55.728170769859865,73062124.29050492,6.502692644707743,475100538.2305893,BUSHELS
2006,New York,NorthEast,CORN,1696703,1638300.479166019,100.63900590379156,144785877.33876008,5.300422970138329,767426389.9979944,BUSHELS
2006,New York,NorthEast,SOYBEANS,1519312,1377036.075733941,33.40833754811548,48088839.22546225,11.453679111001511,550794133.308987,BUSHELS
2006,New York,NorthEast,POTATOES,435749,403282.3156306469,266.5414581712719,109146613.36287135,8.204310863051582,895472745.6782963,BUSHELS
2006,Pennsylvania,NorthEast,CORN,1146858,1031449.974476814,128.41931691984865,166179257.28470248,4.473869907878054,743464378.4795554,BUSHELS
2006,Pennsylvania,NorthEast,SOYBEANS,1746727,1636886.346332699,40.07984485040346,81047254.44955531,10.150714128262454,822687510.797983,BUSHELS
2006,Pennsylvania,NorthEast,POTATOES,1196205,1170746.8172121746,355.14388118869215,440081943.926355,7.335847661276601,3228374099.1222115,BUSHELS
2006,Vermont,NorthEast,CORN,1089435,974297.6021486516,128.84292078473064,134401674.56330308,4.372430179219487,587661937.9982225,BUSHELS
2006,Vermont,NorthEast,SOYBEANS,1242607,1182240.1009565077,30.706387240595546,40889039.50168038,9.724886697177682,397641276.3102643,BUSHELS
2006,Vermont,NorthEast,POTATOES,1590138,1450598.2270775265,390.79904332551564,592756857.2128829,8.447235026022467,5007156486.163662,BUSHELS
2006,Maine,NorthEast,CORN,1561538,1398897.58075082,125.62463280497289,159391758.04926118,5.388004357007826,858803486.8405565,BUSHELS
2006,Maine,NorthEast,SOYBEANS,1951379,1843553.9926441582,37.34137737176232,54597231.867203616,11.127449373306142,607527933.524965,BUSHELS
2006,Maine,NorthEast,POTATOES,1667913,1449013.0476074847,252.5012411162315,288987949.000411,7.394566097173875,2136940490.1702518,BUSHELS
2006,New Hampshire,NorthEast,CORN,184061,175057.0340515103,108.81602878769256,15651148.482295303,5.048369369632409,79012778.59758838,BUSHELS
2006,New Hampshire,NorthEast,SOYBEANS,330405,319139.5727977767,40.64603982020581,9142255.139460359,11.764563643395073,107554642.43233709,BUSHELS
2006,New Hampshire,NorthEast,POTATOES,812299,703583.5149959716,387.3401166640234,314141211.7827757,8.87456415591519,2787866337.983184,BUSHELS
2006,Massachusetts,NorthEast,CORN,678914,633177.9449794972,108.02284955208857,67442945.97977777,3.9546246299326295,266711535.28684497,BUSHELS
2006,Massachusetts,NorthEast,SOYBEANS,1771205,1595545.1836666793,38.08146458615865,47537910.77380209,14.124258860432846,671437757.4533402,BUSHELS
2006,Massachusetts,NorthEast,POTATOES,1896168,1828540.897496846,332.6126854747399,441249251.75108844,8.521758195238709,3760219427.252786,BUSHELS
2006,Connecticut,NorthEast,CORN,962678,939527.0311154348,120.44390747522814,92350334.08237997,3.6581742471562433,337833613.85643786,BUSHELS
2006,Connecticut,NorthEast,SOYBEANS,1499290,1289439.2710524497,30.997620602166343,46079130.465015166,13.54506551188474,624144840.8793144,BUSHELS
2006,Connecticut,NorthEast,POTATOES,420910,382445.2932794489,332.1224156765635,124931146.38824292,8.16453960701696,1020005292.8368433,BUSHELS
2006,Rhode Island,NorthEast,CORN,965229,843670.6461979526,129.888080963096,120274575.96588442,4.70712286662233,566147206.802319,BUSHELS
2006,Rhode Island,NorthEast,SOYBEANS,1234452,1168465.3990604402,36.658883617802864,51446693.13432725,12.874638716055717,662357587.2402474,BUSHELS
2006,Rhode Island,NorthEast,POTATOES,123021,114174.43060966971,301.0706467091195,40987030.13700937,8.078591421366024,331117470.05211455,BUSHELS
2006,New Jersey,NorthEast,CORN,272337,251015.91472786333,111.73357111850949,34127268.69044007,4.653738374367698,158819379.91705823,BUSHELS
2006,New Jersey,NorthEast,SOYBEANS,693492,615319.2896642005,36.252753187954355,17670575.611765023,10.030462771423311,177244050.82342976,BUSHELS
2006,New Jersey,NorthEast,POTATOES,1586239,1421066.0614153084,292.4920738270099,352029399.78873575,8.297416927075723,2920934700.635363,BUSHELS
2006,Florida,SECstPlain,CORN,155851,134318.5997689003,101.57573611081122,13334186.701338753,3.8306331245914484,51078377.26763501,BUSHELS
2006,Florida,SECstPlain,COTTON,1677933,1523200.1060333513,782.0104427520614,1545175621.234885,0.6294753703168385,972649996.3813802,POUNDS
2006,Florida,SECstPlain,PEANUTS,1759478,1647003.4501222046,3676.8916883639,4617731203.147065,0.20599961292346314,951250840.4328932,POUNDS
2006,Georgia,SECstPlain,CORN,1687109,1573202.337833482,105.66356065674935,181060497.53140333,3.811123735188523,690043959.6469742,BUSHELS
2006,Georgia,SECstPlain,COTTON,311155,289292.88392733474,730.3060027474298,261393872.4037128,0.6334268432757437,165573895.44830635,POUNDS
2006,Georgia,SECstPlain,PEANUTS,1424182,1257124.8870279293,4267.686869279873,4521209038.525665,0.20988560738461406,948936705.1637663,POUNDS
2006,South Carolina,SECstPlain,CORN,795009,715511.2782985443,91.35453763060708,52744060.95318756,4.422898048503597,233281604.26000804,BUSHELS
2006,South Carolina,SECstPlain,COTTON,1011618,871185.2328448861,937.2400050903934,798823650.8272414,0.5822265728451117,465096356.52876496,POUNDS
2006,South Carolina,SECstPlain,PEANUTS,1028374,980165.4558582914,4329.628743957974,5249556986.605089,0.24446927454226114,1283355388.1836047,POUNDS
2006,North Carolina,SECstPlain,CORN,1325638,1295330.8507130323,114.63428334068931,140343390.17030862,4.567457273330734,641012438.1972692,BUSHELS
2006,North Carolina,SECstPlain,COTTON,1801382,1582629.8143769526,886.7579303226028,1415296347.5679789,0.6473674695042027,916216815.1236229,POUNDS
2006,North Carolina,SECstPlain,PEANUTS,621273,595797.9682384178,4408.641454766562,3040568507.4750996,0.18257596418821737,555134726.9325953,POUNDS
2006,Virginia,SECstPlain,CORN,1498327,1439373.2224970546,120.84061618791281,153351876.92370924,4.346818221407974,666592732.8990923,BUSHELS
2006,Virginia,SECstPlain,COTTON,204528,186242.81390784978,829.0363566656401,167982639.0519362,0.6873518433483726,115463176.60287268,POUNDS
2006,Virginia,SECstPlain,PEANUTS,1632238,1596046.279919441,3628.6691642846586,6550928485.796372,0.2482525647882163,1626284798.3431356,POUNDS
2006,Maryland,SECstPlain,CORN,1870837,1720144.0683630311,99.04872220096792,184964544.44641903,5.018501214214071,928244790.8909065,BUSHELS
2006,Maryland,SECstPlain,COTTON,1499952,1432437.8803940492,888.0490765263937,1251054025.9583335,0.7261641491749949,908470582.3319852,POUNDS
2006,Maryland,SECstPlain,PEANUTS,215737,193175.38870835927,4070.5186531941436,678123131.3233762,0.1925849133625885,130596284.49507964,POUNDS
2006,Delaware,SECstPlain,CORN,1296386,1203250.2100014202,121.63117460118588,167835735.06522232,5.074277404708143,851645078.1440398,BUSHELS
2006,Delaware,SECstPlain,COTTON,1764009,1694192.1270060146,838.6213662726103,1450588988.7210202,0.7035404622092538,1020548047.6004406,POUNDS
2006,Delaware,SECstPlain,PEANUTS,1917135,1781674.3108507318,3510.2417136301538,6775665007.02197,0.2465335483285431,1670428736.466669,POUNDS
2006,West Virginia,SECstPlain,CORN,1084938,957764.9854301418,90.45682170178546,101057710.7970613,5.090682339462132,514452703.6210716,BUSHELS
2006,West Virginia,SECstPlain,COTTON,177558,172276.24860591293,861.1198544734403,156037741.48717335,0.7049164427415149,109993569.66255833,POUNDS
2006,West Virginia,SECstPlain,PEANUTS,1737325,1519658.2344423984,4196.76417029048,6944664197.323754,0.22856075303283638,1587277678.5004954,POUNDS
2007,Iowa,CntlPlains,CORN,297999,256609.78271405835,176.86318539197075,34362756.10181356,4.104804696273279,141052402.62361756,BUSHELS
2007,Iowa,CntlPlains,SOYBEANS,130712,125453.43288505288,59.33282147198549,6071467.932082061,11.343898528764239,68874116.14218494,BUSHELS
2007,Iowa,CntlPlains,WHEAT,1853369,1809333.9034272758,34.48297129048453,65376173.30420772,5.833652348633899,381381866.9407882,BUSHELS
2007,Kansas,CntlPlains,CORN,363065,317496.3333965403,180.6026671496591,58622237.11919997,3.980552560704016,233348896.07902944,BUSHELS
2007,Kansas,CntlPlains,SOYBEANS,418799,400592.839895482,59.472352492485854,24573775.18129249,14.328662411281275,352109328.7434624,BUSHELS
2007,Kansas,CntlPlains,WHEAT,1052238,915274.4008259904,40.72740243901556,36968555.11568366,5.436568029574816,200982064.84150028,BUSHELS
2007,Nebraska,CntlPlains,CORN,1454619,1274380.1465634785,158.11170558078476,187729718.81599388,4.534879366858633,851331628.4048235,BUSHELS
2007,Nebraska,CntlPlains,SOYBEANS,1388737,1234076.6761252976,50.05225806408833,52886220.98902363,10.156626966924993,537145618.275872,BUSHELS
2007,Nebraska,CntlPlains,WHEAT,366983,334512.0610653512,37.14412719136377,13615369.425203754,7.4765846686274715,101796462.30217761,BUSHELS
2007,Illinois,CntlPlains,CORN,1336713,1294934.3219885023,155.91454687384518,201576939.28175423,4.775871921103395,962705644.2576939,BUSHELS
2007,Illinois,CntlPlains,SOYBEANS,1447943,1372828.2679221039,53.944059437201815,55699343.7102815,9.86674801388136,549571388.9279152,BUSHELS
2007,Illinois,CntlPlains,WHEAT,506825,461238.1807791375,45.23885974117671,20282661.987180497,6.76169360870121,137145145.92616534,BUSHELS
2007,Indiana,CntlPlains,CORN,658301,625612.7896421768,187.53654239912424,104050835.54393363,4.94076482465591,514090708.2315242,BUSHELS
2007,Indiana,CntlPlains,SOYBEANS,1103978,964928.1516367658,43.12705448536358,31054275.042238623,12.895830606897151,400470670.56470317,BUSHELS
2007,Indiana,CntlPlains,WHEAT,1970043,1749235.8663557013,42.95469504431909,55771548.415635034,6.135737515187139,342199581.8938877,BUSHELS
2007,Missouri,CntlPlains,CORN,1130382,1040454.7658559524,193.7266793799601,173526340.72591525,4.486198165469926,778473551.4253103,BUSHELS
2007,Missouri,CntlPlains,SOYBEANS,61021,54134.4607861539,40.50434698867283,2587136.6620400012,11.34368941479092,29347674.767800674,BUSHELS
2007,Missouri,CntlPlains,WHEAT,1353733,1233009.7242010348,46.808731308455016,53827942.43136011,5.694027194589838,306497768.0329807,BUSHELS
2007,Texas,SEPlains,CORN,673772,656143.4368461322,114.50761220575625,64668272.57408799,4.408176621231932,285069167.2965488,BUSHELS
2007,Texas,SEPlains,COTTON,1963987,1891874.1449274232,965.1835264647501,1834574050.81232,0.753545375295801,1382434791.6273077,POUNDS
2007,Texas,SEPlains,RICE,1798790,1761880.2846082787,7012.19996823055,15988684743.910313,14.234513240549441,227591144686.1622,BUSHELS
2007,Oklahoma,SEPlains,CORN,1539185,1313602.3669039237,142.5242703181873,173885430.24440077,5.125367169360982,891226675.4048609,BUSHELS
2007,Oklahoma,SEPlains,COTTON,1660481,1521440.2835839097,1082.5760569710594,1809993794.0462887,0.7138289037670732,1292025885.829268,POUNDS
2007,Oklahoma,SEPlains,RICE,1328230,1142044.1730086196,6734.450752650368,9996494249.118795,14.84058397093419,148353812319.0082,BUSHELS
2007,Arkansas,SEPlains,CORN,1983586,1907091.4083370585,130.08662722174353,255058346.97062454,4.994714139640008,1273943532.0473857,BUSHELS
2007,Arkansas,SEPlains,COTTON,1590746,1545548.9755653038,979.5445771541357,1532480073.7001262,0.5715446409622944,875880773.504809,POUNDS
2007,Arkansas,SEPlains,RICE,87220,81844.12286012819,7466.550385533174,750384352.571766,13.425682494016806,10074422066.106894,BUSHELS
2007,Louisiana,SEPlains,CORN,388680,355535.2210086926,101.92601294472088,30832485.82751862,3.673024498239918,113248475.78611097,BUSHELS
2007,Louisiana,SEPlains,COTTON,337345,288408.5239253919,1150.0025985973346,247340289.62298903,0.6386902936252564,157973842.20466283,POUNDS
2007,Louisiana,SEPlains,RICE,1831318,1777421.6180326345,6708.696503679899,13059906412.564932,16.388942854829224,214038059884.9444,BUSHELS
2007,Mississippi,SEPlains,CORN,1449419,1419385.5614087759,104.0406664148798,151504978.55772716,4.4189475454672245,669492553.1237329,BUSHELS
2007,Mississippi,SEPlains,COTTON,1679078,1616416.5687608968,1143.5232840182648,1875373787.60925,0.733218975323197,1375059646.8988373,POUNDS
2007,Mississippi,SEPlains,RICE,157613,142950.99235553254,6009.5740638943935,890934512.7441852,11.413277353230889,10168482697.515005,BUSHELS
2007,Alabama,SEPlains,CORN,644478,554284.8191701907,114.58998320049184,80523395.8427509,4.130613430315794,332611020.3227019,BUSHELS
2007,Alabama,SEPlains,COTTON,105315,90976.75294567576,1000.0800358307769,70289643.21808665,0.6004259575244413,42203726.33327103,POUNDS
2007,Alabama,SEPlains,RICE,876341,753477.5051364832,7462.37898649097,6343192697.9822855,13.470880756656724,85448392451.01501,BUSHELS
2007,California,WestXeric,WHEAT,748980,701542.0120098515,46.12573632473028,29731872.301067248,6.266477432832899,186314106.81050748,BUSHELS
2007,California,WestXeric,COTTON,716665,621020.140808987,1394.7036389992516,727868420.8581148,0.7534751765320515,548430786.8981737,POUNDS
2007,California,WestXeric,RICE,334924,323243.74155700346,7348.890791323237,2145119099.7664385,11.388060235489649,24428745520.43953,BUSHELS
2007,Nevada,WestXeric,WHEAT,541479,477687.4063002076,49.63134106920907,27563487.57197873,6.372481979749499,175647827.85148373,BUSHELS
